"","A1_1","A1_2","A1_3","B1_1","B1_2","B1_3","C1_1","C1_2","C1_3"
"Glyma.01G034100.Wm82.a2.v1",20,6,27,11,6,20,20,18,0
"Glyma.01G034200.Wm82.a2.v1",1,4,5,6,0,0,2,1,6
"Glyma.01G034300.Wm82.a2.v1",233,197,170,280,159,245,175,70,97
"Glyma.01G034400.Wm82.a2.v1",5,0,10,5,0,2,0,1,0
"Glyma.01G034500.Wm82.a2.v1",9,0,3,2,4,1,2,2,8
"Glyma.01G034600.Wm82.a2.v1",1,14,0,0,0,0,1,1,0
"Glyma.01G034700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G034800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G034900.Wm82.a2.v1",192,158,152,343,397,262,269,167,106
"Glyma.01G035000.Wm82.a2.v1",901,460,596,193,197,61,21,22,22
"Glyma.01G035100.Wm82.a2.v1",957,944,740,673,623,438,616,407,520
"Glyma.01G035200.Wm82.a2.v1",8,5,4,4,0,6,0,0,0
"Glyma.01G035300.Wm82.a2.v1",18,19,7,0,0,0,17,3,2
"Glyma.01G035400.Wm82.a2.v1",0,0,0,2,5,9,15,3,4
"Glyma.01G035500.Wm82.a2.v1",12,49,19,25,26,9,14,15,23
"Glyma.01G035600.Wm82.a2.v1",171,98,98,106,107,101,92,84,161
"Glyma.01G035700.Wm82.a2.v1",93,52,51,145,104,113,75,79,73
"Glyma.01G035800.Wm82.a2.v1",0,0,1,1,0,1,0,4,2
"Glyma.01G035900.Wm82.a2.v1",0,0,0,0,4,0,0,0,0
"Glyma.01G036000.Wm82.a2.v1",52,6,24,24,10,18,15,14,18
"Glyma.01G036100.Wm82.a2.v1",0,0,3,0,0,0,0,0,1
"Glyma.01G036200.Wm82.a2.v1",193,128,125,150,163,170,121,115,106
"Glyma.01G036300.Wm82.a2.v1",3,0,0,0,0,0,0,0,0
"Glyma.01G036400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G036500.Wm82.a2.v1",933,356,736,574,576,564,396,337,246
"Glyma.01G036600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G036700.Wm82.a2.v1",562,335,417,368,359,338,369,271,252
"Glyma.01G036800.Wm82.a2.v1",4,12,21,2,5,2,3,3,1
"Glyma.01G036900.Wm82.a2.v1",6,0,8,65,16,22,7,30,3
"Glyma.01G037000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G037100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G037200.Wm82.a2.v1",1,17,32,2,16,2,14,6,4
"Glyma.01G037300.Wm82.a2.v1",1078,821,1029,687,659,430,398,349,282
"Glyma.01G037400.Wm82.a2.v1",133,146,144,72,66,63,26,44,40
"Glyma.01G037500.Wm82.a2.v1",39,31,25,20,5,13,5,7,3
"Glyma.01G037600.Wm82.a2.v1",6,0,0,1,0,4,0,1,0
"Glyma.01G037700.Wm82.a2.v1",190,222,245,170,254,136,171,157,165
"Glyma.01G037800.Wm82.a2.v1",0,0,1,0,1,0,0,4,0
"Glyma.01G037900.Wm82.a2.v1",1228,1148,1538,205,268,144,90,28,50
"Glyma.01G038000.Wm82.a2.v1",243,135,240,27,36,27,27,16,6
"Glyma.01G038100.Wm82.a2.v1",125,53,149,132,82,108,95,81,102
"Glyma.01G038200.Wm82.a2.v1",179,127,115,89,136,88,54,26,14
"Glyma.01G038300.Wm82.a2.v1",804,334,791,795,594,567,709,446,414
"Glyma.01G038400.Wm82.a2.v1",397,335,310,496,451,429,377,339,463
"Glyma.01G038500.Wm82.a2.v1",266,117,230,127,164,105,128,108,107
"Glyma.01G038600.Wm82.a2.v1",1081,780,1051,514,724,397,884,601,762
"Glyma.01G038700.Wm82.a2.v1",138,31,101,51,45,47,82,36,12
"Glyma.01G038800.Wm82.a2.v1",481,353,405,208,308,148,242,155,123
"Glyma.01G038900.Wm82.a2.v1",115,72,75,37,40,23,35,11,28
"Glyma.01G039000.Wm82.a2.v1",52,21,55,28,20,15,7,8,2
"Glyma.01G039100.Wm82.a2.v1",256,146,134,102,168,91,59,51,75
"Glyma.01G039200.Wm82.a2.v1",210,154,221,179,133,98,103,67,86
"Glyma.01G039300.Wm82.a2.v1",19,18,25,22,29,21,13,11,12
"Glyma.01G039400.Wm82.a2.v1",25,16,9,3,4,1,3,0,1
"Glyma.01G039500.Wm82.a2.v1",43,12,27,11,23,6,31,24,27
"Glyma.01G039600.Wm82.a2.v1",36,13,19,23,23,17,5,7,2
"Glyma.01G039700.Wm82.a2.v1",9,13,0,12,4,1,5,1,0
"Glyma.01G039800.Wm82.a2.v1",324,321,381,447,405,317,257,191,182
"Glyma.01G039900.Wm82.a2.v1",81,92,44,8,28,18,14,10,11
"Glyma.01G040000.Wm82.a2.v1",352,242,250,274,392,286,222,197,171
"Glyma.01G040100.Wm82.a2.v1",0,0,0,0,6,0,0,1,0
"Glyma.01G040200.Wm82.a2.v1",770,921,548,1126,1594,1265,1645,1284,985
"Glyma.01G040300.Wm82.a2.v1",241,314,210,282,401,375,222,212,199
"Glyma.01G040400.Wm82.a2.v1",219,120,229,37,84,44,65,27,12
"Glyma.01G040500.Wm82.a2.v1",146,155,86,105,116,72,48,26,26
"Glyma.01G040600.Wm82.a2.v1",35,16,46,13,24,11,30,10,8
"Glyma.01G040700.Wm82.a2.v1",0,7,6,1,0,0,0,0,0
"Glyma.01G040800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G040900.Wm82.a2.v1",123,26,54,51,28,20,31,30,21
"Glyma.01G041000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G041100.Wm82.a2.v1",14,0,0,4,4,0,0,0,0
"Glyma.01G041200.Wm82.a2.v1",52,1,18,5,5,0,0,0,0
"Glyma.01G041300.Wm82.a2.v1",1963,1305,1636,1142,1056,930,710,585,530
"Glyma.01G041400.Wm82.a2.v1",4,2,0,22,22,36,248,266,156
"Glyma.01G041500.Wm82.a2.v1",143,96,118,113,90,110,125,68,76
"Glyma.01G041600.Wm82.a2.v1",390,363,244,238,334,235,162,193,136
"Glyma.01G041700.Wm82.a2.v1",182,127,134,91,99,55,54,47,38
"Glyma.01G041800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G041900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G042000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G042100.Wm82.a2.v1",31,9,17,30,25,25,0,6,3
"Glyma.01G042200.Wm82.a2.v1",50,21,20,4,0,4,0,1,3
"Glyma.01G042300.Wm82.a2.v1",593,333,412,250,262,192,383,384,141
"Glyma.01G042400.Wm82.a2.v1",644,390,464,370,274,357,339,220,266
"Glyma.01G042500.Wm82.a2.v1",6,3,2,0,0,2,9,4,1
"Glyma.01G042600.Wm82.a2.v1",18,2,0,0,3,1,0,2,0
"Glyma.01G042700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G042800.Wm82.a2.v1",468,317,338,312,417,324,368,357,248
"Glyma.01G042900.Wm82.a2.v1",47,77,70,63,59,76,55,29,23
"Glyma.01G043000.Wm82.a2.v1",53,16,86,59,54,42,32,33,18
"Glyma.01G043100.Wm82.a2.v1",18,12,2,7,0,2,1,0,2
"Glyma.01G043200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G043300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G043400.Wm82.a2.v1",112,204,90,413,622,538,156,129,134
"Glyma.01G043500.Wm82.a2.v1",22,16,20,43,35,73,7,4,11
"Glyma.01G043600.Wm82.a2.v1",15,10,1,10,0,2,17,16,9
"Glyma.01G043700.Wm82.a2.v1",1,0,12,0,0,0,9,1,0
"Glyma.01G043800.Wm82.a2.v1",473,320,466,503,401,373,232,153,199
"Glyma.01G043900.Wm82.a2.v1",175,70,136,72,36,56,55,38,7
"Glyma.01G044000.Wm82.a2.v1",551,907,562,1211,1397,1432,878,672,517
"Glyma.01G044100.Wm82.a2.v1",92,88,88,279,204,160,67,85,72
"Glyma.01G044200.Wm82.a2.v1",518,313,340,288,238,267,120,131,104
"Glyma.01G044300.Wm82.a2.v1",178,90,186,47,65,45,3,10,22
"Glyma.01G044400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G044500.Wm82.a2.v1",76,48,26,25,40,23,51,30,5
"Glyma.01G044600.Wm82.a2.v1",8,50,19,33,71,65,17,15,84
"Glyma.01G044700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G044800.Wm82.a2.v1",11,34,2,81,103,53,132,48,8
"Glyma.01G044900.Wm82.a2.v1",122,71,98,84,81,23,65,40,46
"Glyma.01G045000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G045100.Wm82.a2.v1",1317,909,1031,803,708,477,392,279,273
"Glyma.01G045200.Wm82.a2.v1",36,5,16,19,14,10,25,15,0
"Glyma.01G045300.Wm82.a2.v1",221,119,167,102,156,148,102,115,72
"Glyma.01G045400.Wm82.a2.v1",27,4,25,8,11,1,1,3,3
"Glyma.01G045500.Wm82.a2.v1",232,186,227,48,34,8,122,53,8
"Glyma.01G045600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G045700.Wm82.a2.v1",305,239,147,176,164,139,128,74,37
"Glyma.01G045800.Wm82.a2.v1",296,119,181,99,118,69,64,98,28
"Glyma.01G045900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G046000.Wm82.a2.v1",506,265,509,306,323,208,194,136,129
"Glyma.01G046100.Wm82.a2.v1",0,0,0,0,1,0,2,10,0
"Glyma.01G046200.Wm82.a2.v1",729,711,539,398,404,368,277,227,242
"Glyma.01G046300.Wm82.a2.v1",5,38,14,476,571,1018,751,526,405
"Glyma.01G046400.Wm82.a2.v1",140,139,151,73,138,55,19,19,35
"Glyma.01G046500.Wm82.a2.v1",212,168,240,127,130,121,118,79,63
"Glyma.01G046600.Wm82.a2.v1",43,60,5,23,24,38,19,1,1
"Glyma.01G046700.Wm82.a2.v1",368,195,340,196,350,281,326,269,50
"Glyma.01G046800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G046900.Wm82.a2.v1",0,0,0,0,0,0,1,1,0
"Glyma.01G047000.Wm82.a2.v1",4619,3590,3049,3007,3285,3526,3278,2382,2874
"Glyma.01G047100.Wm82.a2.v1",1071,592,937,607,537,441,465,320,295
"Glyma.01G047200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G047300.Wm82.a2.v1",54,16,37,54,57,38,54,37,34
"Glyma.01G047400.Wm82.a2.v1",125,56,82,63,117,87,85,95,91
"Glyma.01G047500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G047600.Wm82.a2.v1",0,0,13,1,6,1,4,1,1
"Glyma.01G047700.Wm82.a2.v1",444,439,271,254,287,188,143,147,106
"Glyma.01G047800.Wm82.a2.v1",0,0,0,1,2,1,7,1,0
"Glyma.01G047900.Wm82.a2.v1",35,53,74,309,141,314,152,125,166
"Glyma.01G048000.Wm82.a2.v1",112,55,85,62,115,120,392,352,53
"Glyma.01G048100.Wm82.a2.v1",53,4,19,63,46,42,45,32,41
"Glyma.01G048200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G048300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G048400.Wm82.a2.v1",0,0,0,0,0,0,1,1,0
"Glyma.01G048500.Wm82.a2.v1",305,239,218,352,271,281,206,142,201
"Glyma.01G048600.Wm82.a2.v1",36,23,6,30,7,12,10,23,7
"Glyma.01G048700.Wm82.a2.v1",396,425,552,79,80,68,189,163,80
"Glyma.01G048800.Wm82.a2.v1",9,0,0,2,34,8,6,6,0
"Glyma.01G048900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G049000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G049100.Wm82.a2.v1",122,112,170,43,76,46,80,65,54
"Glyma.01G049200.Wm82.a2.v1",1,0,3,1,5,6,4,0,2
"Glyma.01G049300.Wm82.a2.v1",6,0,2,1,0,0,0,0,0
"Glyma.01G049400.Wm82.a2.v1",9,22,12,2,9,11,3,11,2
"Glyma.01G049500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G049600.Wm82.a2.v1",1,0,1,0,0,2,0,0,0
"Glyma.01G049700.Wm82.a2.v1",252,167,197,236,113,142,73,59,66
"Glyma.01G049800.Wm82.a2.v1",5,7,6,5,1,1,0,0,0
"Glyma.01G049900.Wm82.a2.v1",325,158,247,171,171,62,84,52,57
"Glyma.01G050000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G050100.Wm82.a2.v1",480,552,645,456,394,208,284,149,48
"Glyma.01G050200.Wm82.a2.v1",0,0,1,0,3,0,0,0,0
"Glyma.01G050300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G050400.Wm82.a2.v1",365,250,353,157,197,178,110,74,126
"Glyma.01G050500.Wm82.a2.v1",161,137,131,116,157,100,133,108,64
"Glyma.01G050600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G050700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G050800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G050900.Wm82.a2.v1",38,57,46,61,79,94,14,12,10
"Glyma.01G051000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G051100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G051200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G051300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G051400.Wm82.a2.v1",2760,1446,2524,1834,1776,1612,1259,999,941
"Glyma.01G051500.Wm82.a2.v1",4,2,3,4,1,5,4,2,0
"Glyma.01G051600.Wm82.a2.v1",1,1,0,3,0,3,1,0,1
"Glyma.01G051700.Wm82.a2.v1",1,0,1,0,0,0,0,0,0
"Glyma.01G051800.Wm82.a2.v1",10,1,0,1,0,4,0,0,0
"Glyma.01G051900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G052000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G052100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G052200.Wm82.a2.v1",467,291,423,333,276,261,185,124,104
"Glyma.01G052300.Wm82.a2.v1",173,66,118,93,56,38,60,43,11
"Glyma.01G052400.Wm82.a2.v1",360,337,290,203,278,144,172,177,134
"Glyma.01G052500.Wm82.a2.v1",176,133,151,160,121,119,73,41,40
"Glyma.01G052600.Wm82.a2.v1",65,76,69,40,30,29,39,34,14
"Glyma.01G052700.Wm82.a2.v1",33,9,7,23,16,25,5,1,5
"Glyma.01G052800.Wm82.a2.v1",178,117,176,156,197,180,171,135,116
"Glyma.01G052900.Wm82.a2.v1",5,2,3,0,1,1,1,0,1
"Glyma.01G053000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G053100.Wm82.a2.v1",141,67,214,192,146,111,77,39,121
"Glyma.01G053200.Wm82.a2.v1",235,168,157,114,155,138,82,71,82
"Glyma.01G053300.Wm82.a2.v1",920,728,773,764,544,583,628,379,411
"Glyma.01G053400.Wm82.a2.v1",42,26,16,19,30,34,18,10,15
"Glyma.01G053500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G053600.Wm82.a2.v1",30,18,19,8,1,7,2,6,9
"Glyma.01G053700.Wm82.a2.v1",62,70,43,68,82,83,43,60,35
"Glyma.01G053800.Wm82.a2.v1",5,10,9,2,8,2,4,12,2
"Glyma.01G053900.Wm82.a2.v1",2,0,1,0,2,0,0,0,0
"Glyma.01G054000.Wm82.a2.v1",159,154,131,107,106,91,40,27,41
"Glyma.01G054100.Wm82.a2.v1",163,117,73,38,50,30,5,10,21
"Glyma.01G054200.Wm82.a2.v1",223,127,152,175,137,164,151,71,105
"Glyma.01G054300.Wm82.a2.v1",225,70,225,140,115,79,127,71,51
"Glyma.01G054400.Wm82.a2.v1",448,371,356,287,272,231,213,138,180
"Glyma.01G054500.Wm82.a2.v1",87,117,99,129,149,107,84,45,47
"Glyma.01G054600.Wm82.a2.v1",4,0,0,4,0,0,2,0,0
"Glyma.01G054700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G054800.Wm82.a2.v1",611,321,413,409,341,357,318,241,291
"Glyma.01G054900.Wm82.a2.v1",79,52,40,69,41,28,29,19,42
"Glyma.01G055000.Wm82.a2.v1",44,67,27,57,39,59,36,17,29
"Glyma.01G055100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G055200.Wm82.a2.v1",4,0,0,0,0,0,0,0,0
"Glyma.01G055300.Wm82.a2.v1",192,174,101,153,128,133,124,80,64
"Glyma.01G055400.Wm82.a2.v1",227,115,198,171,279,224,125,145,87
"Glyma.01G055500.Wm82.a2.v1",502,282,246,259,327,316,222,156,170
"Glyma.01G055600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G055700.Wm82.a2.v1",0,0,1,1,0,0,0,0,0
"Glyma.01G055800.Wm82.a2.v1",90,84,59,86,77,56,33,45,39
"Glyma.01G055900.Wm82.a2.v1",71,140,97,105,88,50,62,41,19
"Glyma.01G056000.Wm82.a2.v1",96,33,45,8,21,23,18,7,5
"Glyma.01G056100.Wm82.a2.v1",1809,1793,1482,828,1004,859,837,575,376
"Glyma.01G056200.Wm82.a2.v1",27,16,6,9,3,5,5,5,0
"Glyma.01G056300.Wm82.a2.v1",432,311,261,293,324,299,306,164,121
"Glyma.01G056400.Wm82.a2.v1",30,19,23,48,33,19,7,11,4
"Glyma.01G056500.Wm82.a2.v1",0,0,0,0,0,0,0,1,0
"Glyma.01G056600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G056700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G056800.Wm82.a2.v1",47,29,38,4,12,8,26,21,6
"Glyma.01G056900.Wm82.a2.v1",205,147,145,47,35,40,14,26,8
"Glyma.01G057000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G057100.Wm82.a2.v1",1754,1138,1315,1264,1350,1246,1210,963,624
"Glyma.01G057200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G057300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G057400.Wm82.a2.v1",294,106,225,314,376,326,495,400,382
"Glyma.01G057500.Wm82.a2.v1",117,67,100,79,63,46,26,46,43
"Glyma.01G057600.Wm82.a2.v1",94,43,83,34,19,33,9,43,14
"Glyma.01G057700.Wm82.a2.v1",43,26,51,17,30,39,4,13,4
"Glyma.01G057800.Wm82.a2.v1",0,0,0,2,2,0,1,0,0
"Glyma.01G057900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G058000.Wm82.a2.v1",1058,776,1134,655,672,634,380,319,182
"Glyma.01G058100.Wm82.a2.v1",32,15,6,9,6,6,7,1,6
"Glyma.01G058200.Wm82.a2.v1",729,315,558,716,612,587,613,528,529
"Glyma.01G058300.Wm82.a2.v1",2352,2831,1700,2614,2862,2570,1899,1658,1927
"Glyma.01G058400.Wm82.a2.v1",251,255,206,244,192,148,175,110,164
"Glyma.01G058500.Wm82.a2.v1",266,192,228,114,138,55,122,106,9
"Glyma.01G058600.Wm82.a2.v1",72,15,80,64,34,162,35,31,22
"Glyma.01G058700.Wm82.a2.v1",44,11,32,42,15,33,48,51,29
"Glyma.01G058800.Wm82.a2.v1",0,0,1,1,0,0,0,0,0
"Glyma.01G058900.Wm82.a2.v1",0,10,0,5,0,3,6,0,0
"Glyma.01G059000.Wm82.a2.v1",18,13,16,18,17,19,35,56,20
"Glyma.01G059100.Wm82.a2.v1",78,31,46,42,80,59,59,43,40
"Glyma.01G059200.Wm82.a2.v1",185,145,130,106,62,88,28,40,31
"Glyma.01G059300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G059400.Wm82.a2.v1",9,3,2,2,2,3,2,3,1
"Glyma.01G059500.Wm82.a2.v1",0,0,1,0,0,0,0,0,1
"Glyma.01G059600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G059700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G059800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G059900.Wm82.a2.v1",110,31,43,43,60,94,39,51,63
"Glyma.01G060000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G060100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G060200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G060300.Wm82.a2.v1",367,333,396,369,336,222,161,134,124
"Glyma.01G060400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G060500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G060600.Wm82.a2.v1",106,56,86,16,19,9,9,0,1
"Glyma.01G060700.Wm82.a2.v1",573,236,439,406,263,282,286,185,218
"Glyma.01G060800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G060900.Wm82.a2.v1",1803,1475,1274,1039,1126,859,846,758,689
"Glyma.01G061000.Wm82.a2.v1",40,294,66,372,368,327,52,49,62
"Glyma.01G061100.Wm82.a2.v1",1036,1286,1085,236,356,223,36,35,172
"Glyma.01G061200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G061300.Wm82.a2.v1",0,0,0,2,0,0,0,0,0
"Glyma.01G061400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G061500.Wm82.a2.v1",725,426,678,686,491,636,446,463,495
"Glyma.01G061600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G061700.Wm82.a2.v1",533,298,575,233,234,255,377,244,256
"Glyma.01G061800.Wm82.a2.v1",1265,682,708,649,474,312,340,203,208
"Glyma.01G061900.Wm82.a2.v1",77,48,26,38,20,11,0,0,0
"Glyma.01G062000.Wm82.a2.v1",635,576,376,484,495,367,334,221,208
"Glyma.01G062100.Wm82.a2.v1",211,118,147,276,192,230,117,140,130
"Glyma.01G062200.Wm82.a2.v1",185,94,107,91,120,107,71,97,64
"Glyma.01G062300.Wm82.a2.v1",594,507,432,232,240,166,134,110,119
"Glyma.01G062400.Wm82.a2.v1",118,20,36,6,9,6,0,0,8
"Glyma.01G062500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G062600.Wm82.a2.v1",0,0,0,0,0,0,1,0,0
"Glyma.01G062700.Wm82.a2.v1",0,0,1,1,1,0,0,0,0
"Glyma.01G062800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G062900.Wm82.a2.v1",43,56,31,14,16,1,1,0,11
"Glyma.01G063000.Wm82.a2.v1",1838,752,1321,1254,869,843,1186,811,580
"Glyma.01G063100.Wm82.a2.v1",345,222,175,91,174,65,44,49,50
"Glyma.01G063200.Wm82.a2.v1",45,36,41,14,16,24,15,19,18
"Glyma.01G063300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G063400.Wm82.a2.v1",0,0,0,1,0,0,0,0,0
"Glyma.01G063500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G063600.Wm82.a2.v1",442,263,348,339,267,318,263,201,191
"Glyma.01G063700.Wm82.a2.v1",46,66,64,84,66,105,7,27,73
"Glyma.01G063800.Wm82.a2.v1",0,0,15,1,0,0,15,1,2
"Glyma.01G063900.Wm82.a2.v1",2,0,0,0,0,0,0,1,0
"Glyma.01G064000.Wm82.a2.v1",39,20,19,3,19,0,0,1,0
"Glyma.01G064100.Wm82.a2.v1",175,44,146,33,93,51,91,51,4
"Glyma.01G064200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G064300.Wm82.a2.v1",0,0,0,1,0,0,0,2,1
"Glyma.01G064400.Wm82.a2.v1",264,164,217,192,161,177,155,137,109
"Glyma.01G064500.Wm82.a2.v1",4,0,0,0,0,0,0,0,1
"Glyma.01G064600.Wm82.a2.v1",20,16,11,0,2,0,0,0,3
"Glyma.01G064700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G064800.Wm82.a2.v1",8,0,3,16,14,22,7,36,14
"Glyma.01G064900.Wm82.a2.v1",105,183,154,31,60,78,29,34,5
"Glyma.01G065000.Wm82.a2.v1",0,0,0,0,0,8,0,0,0
"Glyma.01G065100.Wm82.a2.v1",709,580,573,655,632,511,643,457,431
"Glyma.01G065200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G065300.Wm82.a2.v1",1,0,0,0,1,2,0,0,0
"Glyma.01G065400.Wm82.a2.v1",133,172,101,19,17,0,1,0,0
"Glyma.01G065500.Wm82.a2.v1",70,14,34,11,20,22,15,8,8
"Glyma.01G065600.Wm82.a2.v1",95,6,94,57,29,36,5,6,15
"Glyma.01G065700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G065800.Wm82.a2.v1",13,0,6,0,1,0,1,2,0
"Glyma.01G065900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G066000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G066100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G066200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G066300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G066400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G066500.Wm82.a2.v1",13,3,2,0,6,3,0,0,5
"Glyma.01G066600.Wm82.a2.v1",386,242,312,242,217,156,210,161,191
"Glyma.01G066700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G066800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G066900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G067000.Wm82.a2.v1",2558,1853,2689,876,794,583,610,443,349
"Glyma.01G067100.Wm82.a2.v1",220,93,242,112,94,73,129,67,87
"Glyma.01G067200.Wm82.a2.v1",4760,2719,2819,714,1269,263,252,220,63
"Glyma.01G067300.Wm82.a2.v1",1,0,5,12,11,30,11,10,10
"Glyma.01G067400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G067500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G067600.Wm82.a2.v1",326,252,259,105,155,65,316,212,38
"Glyma.01G067700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G067800.Wm82.a2.v1",0,0,0,0,1,6,6,0,0
"Glyma.01G067900.Wm82.a2.v1",472,247,302,344,259,271,222,213,146
"Glyma.01G068000.Wm82.a2.v1",1901,924,1239,1407,1448,1202,778,712,651
"Glyma.01G068100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G068200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G068300.Wm82.a2.v1",1,0,0,0,0,0,0,0,0
"Glyma.01G068400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.01G068500.Wm82.a2.v1",0,0,1,0,0,0,1,0,0
"Glyma.01G068600.Wm82.a2.v1",1115,797,1103,775,472,455,322,216,363
