,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig
Glyma.14G162100,206.9344519,-0.476669348,0.133110268,-3.581011117,0.000342267,0.017984229,FDR < 0.05
Glyma.07G192600,149.5672021,0.472626413,0.12940669,3.652256418,0.000259946,0.014898512,FDR < 0.05
Glyma.09G065700,283.4672634,0.472371848,0.133652688,3.534323592,0.00040882,0.020532647,FDR < 0.05
Glyma.16G179900,732.5674267,0.47178962,0.14001912,3.369465681,0.000753141,0.03193883,FDR < 0.05
Glyma.14G219400,495.8243311,0.470238777,0.103886361,4.526472723,6.00E-06,0.00093669,FDR < 0.05
Glyma.06G161400,2411.30974,0.468945105,0.120337713,3.896908896,9.74E-05,0.007307934,FDR < 0.05
Glyma.10G205500,704.2377676,0.467624022,0.138963647,3.365081667,0.00076521,0.032321016,FDR < 0.05
Glyma.06G139200,815.8389344,0.466423309,0.133640881,3.49012446,0.000482796,0.023388906,FDR < 0.05
Glyma.17G075300,1778.304807,-0.466045253,0.138324721,-3.369211593,0.000753835,0.03193883,FDR < 0.05
Glyma.07G082700,558.492086,0.464016654,0.116856361,3.970829238,7.16E-05,0.005866927,FDR < 0.05
Glyma.04G108100,458.5120893,0.462755294,0.097888342,4.727379012,2.27E-06,0.000448303,FDR < 0.05
Glyma.01G173300,743.6354313,0.462639389,0.133804273,3.457583074,0.000545044,0.025637722,FDR < 0.05
Glyma.19G207500,478.7965684,0.461592632,0.10173593,4.537164332,5.70E-06,0.000903856,FDR < 0.05
Glyma.04G123900,3956.802515,0.459287295,0.126556593,3.629106041,0.000284404,0.015766669,FDR < 0.05
Glyma.02G065600,132.6131469,-0.459027894,0.118756129,-3.865298557,0.000110953,0.007986932,FDR < 0.05
Glyma.15G053900,370.407547,0.457364745,0.132475922,3.452436786,0.000555548,0.026065959,FDR < 0.05
Glyma.08G033300,471.0605682,0.456633885,0.114537253,3.986771734,6.70E-05,0.005619851,FDR < 0.05
Glyma.08G340800,327.0985213,0.456612694,0.126548195,3.608211838,0.000308315,0.016574251,FDR < 0.05
Glyma.11G107700,1187.190323,-0.455476992,0.14155857,-3.217586839,0.001292739,0.045476576,FDR < 0.05
Glyma.20G131100,489.363302,-0.453964015,0.136236646,-3.332172581,0.000861708,0.034893555,FDR < 0.05
Glyma.05G157600,775.7587355,0.452876675,0.126547618,3.578705649,0.0003453,0.018092471,FDR < 0.05
Glyma.10G159800,163.7772053,0.452420238,0.125127523,3.615673242,0.000299568,0.016324837,FDR < 0.05
Glyma.19G240100,1681.163547,0.452237657,0.117980232,3.833164666,0.000126505,0.008759898,FDR < 0.05
Glyma.18G238500,383.9283489,0.450232431,0.141492202,3.182030001,0.001462467,0.049574826,FDR < 0.05
Glyma.18G176600,414.2011897,-0.450100774,0.121948154,-3.690919114,0.000223445,0.013431964,FDR < 0.05
Glyma.04G156300,466.8187579,0.448332246,0.121241262,3.697852027,0.000217432,0.013222599,FDR < 0.05
Glyma.10G260200,418.5798442,0.4472455,0.135544318,3.299625587,0.000968139,0.037692035,FDR < 0.05
Glyma.01G127500,251.4057173,-0.447090665,0.131614582,-3.396969068,0.000681367,0.030004296,FDR < 0.05
Glyma.04G019500,2349.577295,-0.446749866,0.127238607,-3.511118822,0.000446225,0.022047297,FDR < 0.05
Glyma.13G213500,558.0272474,-0.445079518,0.127256581,-3.497497066,0.000469646,0.022930783,FDR < 0.05
Glyma.11G148900,742.1042415,0.444154599,0.133109826,3.336752912,0.000847633,0.034511156,FDR < 0.05
Glyma.11G047200,886.7365198,0.443787044,0.124847077,3.554645043,0.00037849,0.019315817,FDR < 0.05
Glyma.15G184900,472.1863431,0.44097713,0.128473201,3.432444475,0.000598166,0.027545228,FDR < 0.05
Glyma.13G278900,312.8925084,0.438901551,0.107903453,4.067539444,4.75E-05,0.004348747,FDR < 0.05
Glyma.19G171100,239.8486843,0.438318467,0.135625934,3.231818969,0.00123005,0.043922637,FDR < 0.05
Glyma.11G108700,513.0560146,0.437569805,0.113955711,3.839823375,0.000123123,0.008573493,FDR < 0.05
Glyma.17G112800,152.4881316,-0.436918207,0.137222315,-3.184017174,0.001452464,0.049325517,FDR < 0.05
Glyma.08G113200,967.7326017,0.434257247,0.084029571,5.16790982,2.37E-07,8.48E-05,FDR < 0.05
Glyma.20G249400,533.465649,0.434108429,0.130248904,3.332914249,0.000859414,0.034838541,FDR < 0.05
Glyma.14G179300,182.7644867,0.433022052,0.123439495,3.507970051,0.00045154,0.022221488,FDR < 0.05
Glyma.17G157700,1169.201408,0.431964309,0.102122939,4.229846044,2.34E-05,0.002631993,FDR < 0.05
Glyma.11G138700,494.8126606,0.430086616,0.11354272,3.787883686,0.000151936,0.009967194,FDR < 0.05
Glyma.07G224600,1473.995938,0.429000552,0.132766013,3.231252807,0.001232489,0.04393793,FDR < 0.05
Glyma.05G016400,1132.685542,0.427874387,0.123383277,3.467847491,0.000524645,0.024898246,FDR < 0.05
Glyma.16G090500,708.4857912,0.425223103,0.125878487,3.378044282,0.000730033,0.031367366,FDR < 0.05
Glyma.18G244800,487.7773904,0.420769414,0.13033014,3.228488925,0.001244461,0.044195559,FDR < 0.05
Glyma.18G167300,821.9039564,0.418804045,0.13113687,3.193640704,0.001404909,0.048371361,FDR < 0.05
Glyma.11G111500,230.3079432,-0.418090712,0.126437985,-3.306685975,0.000944067,0.037021323,FDR < 0.05
Glyma.01G223400,325.0293846,0.415086371,0.115865585,3.582481978,0.000340345,0.017908498,FDR < 0.05
Glyma.06G185600,342.4129753,0.413562999,0.116495457,3.550035425,0.000385179,0.019629918,FDR < 0.05
Glyma.12G077400,745.532592,0.410667255,0.121177724,3.388966553,0.000701566,0.030597701,FDR < 0.05
Glyma.07G172000,629.3243801,0.410285838,0.121074509,3.388705355,0.000702234,0.030597701,FDR < 0.05
Glyma.01G189500,192.9255386,0.408980234,0.120096519,3.405429543,0.000660601,0.029437815,FDR < 0.05
Glyma.16G068900,224.2037842,0.406102575,0.122606908,3.312232418,0.000925546,0.036410029,FDR < 0.05
Glyma.09G002300,581.3245839,0.40532895,0.111020675,3.650932128,0.00026129,0.014922425,FDR < 0.05
Glyma.18G215700,1096.531812,0.404570748,0.117560455,3.441384677,0.000578745,0.026883504,FDR < 0.05
Glyma.06G292500,679.2155795,0.401271367,0.12362279,3.245933596,0.001170661,0.042952728,FDR < 0.05
Glyma.08G206000,2416.865552,0.400363193,0.124416108,3.217936962,0.001291162,0.045464032,FDR < 0.05
Glyma.19G156900,618.5353777,0.397516159,0.124791288,3.185448012,0.001445301,0.049127037,FDR < 0.05
Glyma.04G191600,246.6334797,0.39369028,0.104034751,3.784218991,0.000154192,0.010077665,FDR < 0.05
Glyma.17G169100,738.4461769,0.391617474,0.11359431,3.447509604,0.00056578,0.026379949,FDR < 0.05
Glyma.13G282700,900.2618185,0.389911716,0.118006847,3.304144858,0.000952666,0.03728006,FDR < 0.05
Glyma.13G367000,1616.580149,0.388003773,0.109604479,3.540035748,0.000400073,0.020269759,FDR < 0.05
Glyma.19G018100,367.101021,-0.387217555,0.106528739,-3.63486471,0.000278127,0.015580942,FDR < 0.05
Glyma.05G047500,414.3504966,0.387052634,0.119104587,3.249687063,0.001155321,0.042680846,FDR < 0.05
Glyma.05G154700,604.2276627,-0.383738443,0.114705094,-3.345435072,0.000821536,0.033845185,FDR < 0.05
Glyma.11G041800,674.5274226,0.383595793,0.089996138,4.26235838,2.02E-05,0.002362309,FDR < 0.05
Glyma.20G136000,7900.846372,-0.381960715,0.11936169,-3.200027713,0.001374144,0.047600028,FDR < 0.05
Glyma.05G153400,769.9686417,0.379832145,0.118978734,3.192437264,0.001410776,0.048439672,FDR < 0.05
Glyma.08G194700,179.7835393,0.379297458,0.100442482,3.776265282,0.000159197,0.010368429,FDR < 0.05
Glyma.04G022600,335.9439734,0.375567541,0.11328292,3.31530597,0.000915429,0.036088232,FDR < 0.05
Glyma.04G003700,2473.250512,-0.373089156,0.102633279,-3.635167458,0.0002778,0.015580942,FDR < 0.05
Glyma.19G026300,231.7306121,0.372384656,0.113151923,3.291014835,0.000998266,0.038467009,FDR < 0.05
Glyma.02G248400,415.3711319,0.369890979,0.106025278,3.488705563,0.000485365,0.023482864,FDR < 0.05
Glyma.02G058800,748.6492701,0.369642096,0.109996641,3.360485303,0.000778057,0.032641581,FDR < 0.05
Glyma.06G155700,1217.736626,0.368575616,0.110179978,3.345214119,0.000822191,0.033845185,FDR < 0.05
Glyma.02G182400,383.6320733,0.367830061,0.109352328,3.363714965,0.000769009,0.032371378,FDR < 0.05
Glyma.01G023300,899.2939246,0.364532053,0.112575455,3.238113089,0.001203231,0.04360425,FDR < 0.05
Glyma.03G210300,812.1686514,0.36276443,0.097674875,3.713999411,0.000204009,0.012645859,FDR < 0.05
Glyma.20G064700,304.6994355,0.359650328,0.107701476,3.339325913,0.00083982,0.034347582,FDR < 0.05
Glyma.09G186700,326.037757,0.357471273,0.111962708,3.192770877,0.001409147,0.048428382,FDR < 0.05
Glyma.08G187500,1336.27433,0.355808112,0.087621059,4.06076022,4.89E-05,0.004431466,FDR < 0.05
Glyma.03G227100,598.3115686,0.354753545,0.10968897,3.234177003,0.001219938,0.043741654,FDR < 0.05
Glyma.06G197300,2572.180234,0.352295159,0.110520338,3.187604787,0.001434565,0.04889805,FDR < 0.05
Glyma.08G138800,480.9016558,-0.351082364,0.091160467,-3.851256728,0.000117513,0.008291359,FDR < 0.05
Glyma.11G175200,1826.641826,0.349449801,0.094572463,3.695048105,0.000219845,0.013317255,FDR < 0.05
Glyma.01G174900,583.516316,0.346501971,0.10544923,3.285960186,0.001016354,0.038953953,FDR < 0.05
Glyma.15G248200,1461.177965,0.344131842,0.105769609,3.253598509,0.001139532,0.042325153,FDR < 0.05
Glyma.05G155300,952.611646,0.340405644,0.079122307,4.302271448,1.69E-05,0.002106359,FDR < 0.05
Glyma.04G204800,949.8865235,0.340052606,0.087262477,3.896893785,9.74E-05,0.007307934,FDR < 0.05
Glyma.11G046800,868.5718884,-0.33669793,0.079074752,-4.257970085,2.06E-05,0.002394139,FDR < 0.05
Glyma.20G180600,513.5066154,0.332823025,0.101021065,3.294590358,0.000985653,0.038204607,FDR < 0.05
Glyma.19G243300,806.6244246,0.328525482,0.083614458,3.929051132,8.53E-05,0.006646621,FDR < 0.05
Glyma.11G216400,527.0221507,-0.327671879,0.097404511,-3.364031879,0.000768127,0.032370806,FDR < 0.05
Glyma.17G047000,1751.370457,0.322008817,0.083312418,3.865075868,0.000111055,0.007986932,FDR < 0.05
Glyma.07G265800,959.2716656,0.318054203,0.086939356,3.658345532,0.000253849,0.01473034,FDR < 0.05
Glyma.07G013000,618.8989593,0.317059796,0.089714873,3.534082861,0.000409193,0.020532647,FDR < 0.05
Glyma.14G202400,465.6615656,0.30598478,0.082400934,3.713365413,0.000204521,0.012656536,FDR < 0.05
Glyma.10G173000,883.0152931,0.305355398,0.088015764,3.469326214,0.000521766,0.024793179,FDR < 0.05
Glyma.04G002400,1019.139925,0.304449346,0.092691848,3.284532062,0.001021519,0.039040601,FDR < 0.05
Glyma.05G209200,2194.566365,0.301256126,0.092947996,3.241125556,0.001190587,0.043272332,FDR < 0.05
Glyma.03G256500,1406.524786,-0.293485123,0.087706669,-3.346212156,0.000819237,0.03380536,FDR < 0.05
Glyma.09G227100,1921.054564,-0.29316669,0.073883451,-3.967961525,7.25E-05,0.005909286,FDR < 0.05
Glyma.05G224000,3571.397344,0.289961076,0.077404416,3.746053421,0.000179638,0.011381373,FDR < 0.05
Glyma.07G007600,545.4117488,0.284858099,0.081536864,3.493611149,0.000476535,0.023145787,FDR < 0.05
Glyma.07G208200,476.7846659,0.273801553,0.084400382,3.244079535,0.001178308,0.043035981,FDR < 0.05
Glyma.01G164100,1015.19017,0.267400738,0.083652177,3.196578343,0.001390681,0.048015212,FDR < 0.05
Glyma.10G184900,1372.18271,0.25493805,0.067262161,3.790214988,0.000150517,0.009945327,FDR < 0.05
Glyma.06G080100,939.7748466,0.246895212,0.076487513,3.22791527,0.001246959,0.044242106,FDR < 0.05
